viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
separation-of-powers-score-bti,WorldMap,,,5e01e537b9a78cf226afc9fb236c43df,separation-of-powers-score-bti_v89_850x600.svg,4,23,1210945112,46116
service-exports-and-imports-gdp,LineChart,,,7af84a94d1fc3f164a0e3ca12da459d4,service-exports-and-imports-gdp_v18_850x600.svg,4,29,410607176,276626
sesame-seed-production,WorldMap,,,f334960246a7dafad95a22e27a2ff361,sesame-seed-production_v11_850x600.svg,4,24,650007224,204009
severe-bleaching-events-enso,StackedBar,,,0ccd12e63c93baf4979f11c6e64924d7,severe-bleaching-events-enso_v5_850x600.svg,1,16,1243358480,3284
severe-food-insecurity-undernourishment,ScatterPlot,,,8914d4b74e8275ffbb8145627deffcb0,severe-food-insecurity-undernourishment_v8_850x600.svg,7,50,575054312,193926
sex-ratio-at-birth,WorldMap,,,bb323e587f94f29bcb2440a3f5cbe459,sex-ratio-at-birth_v39_850x600.svg,17,72,968094880,649054
sex-ratio-at-birth-by-birth-order,LineChart,,,e5e4b1ff7a5ab2388689a3db6e965d8f,sex-ratio-at-birth-by-birth-order_v7_850x600.svg,1,18,1237265160,6598
sex-ratio-at-birth-vs-five-years-old,ScatterPlot,,,8f26a5da9da7f3f993b9598612a8a4aa,sex-ratio-at-birth-vs-five-years-old_v16_850x600.svg,26,115,725766072,1287197
sex-ratio-at-five-years-old,WorldMap,,,0c513c6bff03c243a0a73a13a8ca2f8a,sex-ratio-at-five-years-old_v15_850x600.svg,4,42,435557288,638143
sex-ratio-at-sixty-years-old,WorldMap,,,87e38f95871f6ec34a53ca81e3b32141,sex-ratio-at-sixty-years-old_v17_850x600.svg,5,33,1264447792,624694
sex-ratio-by-age,LineChart,,,a1228012b80655848efaefe844bd9656,sex-ratio-by-age_v15_850x600.svg,167,203,488181232,7336479
share-adults-bank-account-financial-institution-mobile-money,StackedArea,,,b41ffc41490f6397396952633f477f20,share-adults-bank-account-financial-institution-mobile-money_v16_850x600.svg,7,33,563079856,26628
share-agree-vaccines-are-safe-wellcome,WorldMap,,,79502c94d41b7dfda3aab669ca4af34b,share-agree-vaccines-are-safe-wellcome_v15_850x600.svg,2,15,983695224,10315
share-agreeing-most-people-can-be-trusted-vs-gdp-per-capita,ScatterPlot,,,27124bcc52809ccee7e7dfb4fbb54956,share-agreeing-most-people-can-be-trusted-vs-gdp-per-capita_v29_850x600.svg,124,295,1338829192,2725315
share-agreeing-most-people-can-be-trusted-vs-most-people-would-try-to-take-advantage-of-you,ScatterPlot,,,89b30bb25793e779486f5c2e1e25d70c,share-agreeing-most-people-can-be-trusted-vs-most-people-would-try-to-take-advantage-of-you_v36_850x600.svg,110,260,1051461720,2485402
share-agrees-vaccines-are-important-wellcome,WorldMap,,,81273c104f498766db657d8b1f482a1d,share-agrees-vaccines-are-important-wellcome_v23_850x600.svg,1,20,577422832,10255
share-agriculture-smallholder-farms,WorldMap,,,d82f1d504e6050ead0d3c37cb347943c,share-agriculture-smallholder-farms_v9_850x600.svg,2,16,586614280,2933
share-artificial-intelligence-job-postings,LineChart,,,c8aaf88b37dbad7067ca0eb7273d4d1c,share-artificial-intelligence-job-postings_v34_850x600.svg,2,17,709062416,6600
share-attending-religious-services,WorldMap,,,7bc18b0164c79c6f8f4f439324819c47,share-attending-religious-services_v12_850x600.svg,3,20,597639856,13355
share-believe-climate,WorldMap,,,217619543a6334bb5569eed4ff92d382,share-believe-climate_v11_850x600.svg,3,22,729903784,1849
share-british-adults-smoke-vape,LineChart,,,08372bf1214147a12e735399488b0946,share-british-adults-smoke-vape_v12_850x600.svg,1,14,510361456,1460
share-calorie-diet-unaffordable,WorldMap,,,15800b45d99cc05c7c0aef5bf95e539b,share-calorie-diet-unaffordable_v16_850x600.svg,1,25,552666216,4561
share-car-sales-battery-plugin,StackedBar,,,7256fb5192584db0acddad46a95823bc,share-car-sales-battery-plugin_v11_850x600.svg,5,52,477903856,49382
share-car-stocks-electric,LineChart,,,61a736961c76653a6dd3726db4fdb8f8,share-car-stocks-electric_v13_850x600.svg,1,19,758104384,19297
share-cereal-human-food,WorldMap,,,b79271ef702cc3045a96ef3d5cb33f19,share-cereal-human-food_v15_850x600.svg,4,29,578360568,437803
share-cereals-animal-feed,WorldMap,,,06897f7546f0dab154a99ebc96a18973,share-cereals-animal-feed_v11_850x600.svg,3,33,746234576,434786
share-cereals-industrial-uses,WorldMap,,,90bfaeea916306029a900179b780f213,share-cereals-industrial-uses_v11_850x600.svg,4,26,501423752,400299
share-co2-embedded-in-trade,WorldMap,,,1774aa4770a4d9b51989921bc326d102,share-co2-embedded-in-trade_v38_850x600.svg,3,27,1079160136,158307
share-co2-emissions-deforestation,DiscreteBar,,,eeb181edadceddb608af1a5bd4c43c3f,share-co2-emissions-deforestation_v3_850x600.svg,2,13,596630848,367
share-co2-emissions-vs-population,ScatterPlot,,,e2ccc59c342f0273694ffc4c661378c0,share-co2-emissions-vs-population_v36_850x600.svg,113,293,1476356632,3720781
share-co2-vs-population,DiscreteBar,,,7d00f89394a2521548f1fd75213b808f,share-co2-vs-population_v15_850x600.svg,90,131,604085128,3709435
share-companies-using-artificial-intelligence,StackedBar,,,0f869b8c0aca0bac7ae05dd1cdeb34d1,share-companies-using-artificial-intelligence_v41_850x600.svg,2,30,788533504,928
share-countries-accredited-independent-national-human-rights-institutions,LineChart,,,14a1581f482deb58af3ffdeac0f2eb38,share-countries-accredited-independent-national-human-rights-institutions_v29_850x600.svg,2,14,527182880,72192
share-covered-by-one-social-protection-benefit,WorldMap,,,6a839508560938ea85dc519f9d411414,share-covered-by-one-social-protection-benefit_v12_850x600.svg,2,25,1095460368,19315
share-cumulative-co2-oil,WorldMap,,,f0c191d756b188502a7f67a4fb1a57af,share-cumulative-co2-oil_v29_850x600.svg,6,45,771400576,817798
share-deaths-aids,LineChart,,,358c46d162f5ec8d5553ecc62d510774,share-deaths-aids_v25_850x600.svg,8,30,516223096,339135
share-deaths-air-pollution,WorldMap,,,7d3e4fe33ed7601caa7a5397bf67bf38,share-deaths-air-pollution_v18_850x600.svg,3,24,1116862768,252454
share-deaths-cardiovascular-disease,WorldMap,,,0b06c9918f4a1ce6b249a5748829b778,share-deaths-cardiovascular-disease_v23_850x600.svg,5,36,873861808,328636
share-deaths-from-natural-disasters,StackedBar,,,d2b7e7ee49feac72a11179f52b0c4b69,share-deaths-from-natural-disasters_v21_850x600.svg,5,21,540584752,300631
share-deaths-indoor-pollution,WorldMap,,,e6161f52bcb76f6f38726a53b23fd79d,share-deaths-indoor-pollution_v16_850x600.svg,3,29,623673328,256538
share-deaths-outdoor-pollution,WorldMap,,,0c2aa4cbc0276b736a3543fd33761ff8,share-deaths-outdoor-pollution_v19_850x600.svg,2,23,518209752,252495
share-deaths-secondhand-smoke,WorldMap,,,2643e4c7b4d763d44b5a5b0c26ba6036,share-deaths-secondhand-smoke_v14_850x600.svg,3,27,792208672,253372
share-deaths-smoking,WorldMap,,,3a78c54a54c6bdf759cafde34b5c190c,share-deaths-smoking_v17_850x600.svg,2,30,1090592304,252630
share-deaths-suicide,LineChart,,,35431bb5698678e7d0fcad59a29fa0c8,share-deaths-suicide_v32_850x600.svg,4,29,874377176,333270
share-deaths-unsafe-sanitation,WorldMap,,,1f871180a199e87ab9721303cf23760c,share-deaths-unsafe-sanitation_v17_850x600.svg,3,26,642276672,261327
share-deaths-unsafe-water,WorldMap,,,ee5c659686d650fa880c69f8ca1ce24e,share-deaths-unsafe-water_v18_850x600.svg,2,26,537881496,259699
share-deforestation-agricultural-products,DiscreteBar,,,444ce6a2da365ce662ad66792f92c4ef,share-deforestation-agricultural-products_v4_850x600.svg,1,10,812596936,367
share-deforestation-domestic-consumption,WorldMap,,,b2cd4cf5443ca857b60113db281c6118,share-deforestation-domestic-consumption_v3_850x600.svg,2,21,1103660192,33710
share-deforestation-exported,WorldMap,,,f600ca1ed8a571a22d7754f688071e51,share-deforestation-exported_v3_850x600.svg,2,19,830069760,34306
share-degraded-land,WorldMap,,,82f712d3b7e7fcffa4e9ee8b0951eeac,share-degraded-land_v20_850x600.svg,1,22,889939032,7873
share-disagree-vaccines-are-safe-wellcome-trust,WorldMap,,,6c1b40506441e7ce110eb0f026b59408,share-disagree-vaccines-are-safe-wellcome-trust_v10_850x600.svg,1,19,551533632,10242
share-disagrees-vaccines-are-effective,WorldMap,,,0dcb98cb7ccdffb41cd88916506539f1,share-disagrees-vaccines-are-effective_v13_850x600.svg,2,16,653368440,10292
share-disagrees-vaccines-are-important,WorldMap,,,0b4f0ae1a73807789cd4cc31744acaa4,share-disagrees-vaccines-are-important_v11_850x600.svg,2,21,1121465960,19442
share-edu-spending-gdp-vs-share-edu-total-spending,ScatterPlot,,,dbfd6dd7aca7178a44085636a3af7f56,share-edu-spending-gdp-vs-share-edu-total-spending_v32_850x600.svg,9,84,225640512,313203
share-elec-by-source,LineChart,,,c621f6c07fce17ba55564ea3ce24aa51,share-elec-by-source_v35_850x600.svg,40,65,934633256,1936027
share-electricity-bioenergy,WorldMap,,,010b49987d92654418f984ed9ab7f031,share-electricity-bioenergy_v6_850x600.svg,2,29,574478048,190951
share-electricity-coal,WorldMap,,,854183d0a50a0b095f895089e07532ca,share-electricity-coal_v34_850x600.svg,3,31,621890880,214485
share-electricity-fossil-fuels,WorldMap,,,8af4520ad064447feaac5b747d8f1676,share-electricity-fossil-fuels_v37_850x600.svg,2,42,1147896480,231744
share-electricity-gas,WorldMap,,,da8667032e001d2188383919c26a6a25,share-electricity-gas_v35_850x600.svg,2,41,244008896,216257
share-electricity-hydro,WorldMap,,,706fbdbdad22586723c81e670c3ee191,share-electricity-hydro_v34_850x600.svg,3,26,554500856,248559
share-electricity-low-carbon,WorldMap,,,30f6312a5bf489157706dab5ab2f7d2f,share-electricity-low-carbon_v38_850x600.svg,9,47,906455400,254037
share-electricity-nuclear,WorldMap,,,1b0fd02b3790015ae569fa924fa673a7,share-electricity-nuclear_v36_850x600.svg,8,29,640809584,217591
share-electricity-oil,WorldMap,,,221ca5b2c702747ba64db3e39a24954e,share-electricity-oil_v31_850x600.svg,2,27,1174760544,230302
share-electricity-renewables,WorldMap,,,553f7c8cf27a799b867893aff7813df9,share-electricity-renewables_v38_850x600.svg,3,34,577741016,254339
share-electricity-solar,WorldMap,,,09cbcbb92e184f9cb2e1ef3161027242,share-electricity-solar_v39_850x600.svg,2,34,661959736,233954
share-electricity-source-facet,LineChart,,,043f50fa33b21a2636c12dcd1a332d1e,share-electricity-source-facet_v27_850x600.svg,33,78,1149796872,1358432
share-electricity-source-wb,LineChart,,,e96dc3ccbd8a4f054fa44eae05a88a14,share-electricity-source-wb_v12_850x600.svg,26,41,241417032,810378
share-electricity-wind,WorldMap,,,262d42a8f3e91cf0fbd651e1aabd20ce,share-electricity-wind_v35_850x600.svg,2,26,926718752,227586
share-employment-agriculture-industry-services,StackedArea,,,aba1233e6c5e737906f3e23e663d8fbd,share-employment-agriculture-industry-services_v24_850x600.svg,29,46,220192960,697544
share-energy-source-sub,LineChart,,,571eda2b658a3e7ac2df646232b9ae05,share-energy-source-sub_v26_850x600.svg,37,70,642135288,1627408
share-enrolled-in-private-institutions-at-the-pre-primary-education-level,WorldMap,,,53319bb3ff165ab4ed6023dc12af39e3,share-enrolled-in-private-institutions-at-the-pre-primary-education-level_v14_850x600.svg,3,29,605548704,180149
share-europe-using-generative-ai,WorldMap,,,3e9c6c50c91069efbf19970540fc5439,share-europe-using-generative-ai_v8_850x600.svg,2,60,279256360,1014
share-expenditure-alcohol-tobacco,WorldMap,,,cd5af7183e026d9763beefb37aa6f133,share-expenditure-alcohol-tobacco_v8_850x600.svg,2,15,940388024,24159
share-extreme-poverty-version-comparison,LineChart,,,cdaf72e285a01d090a9703a66fdc9f23,share-extreme-poverty-version-comparison_v19_850x600.svg,4,21,253133296,210176
share-extreme-poverty-vs-share-mpi-poor,ScatterPlot,,,a0744c2f7b1e0793ae0f0cfc08ba55e9,share-extreme-poverty-vs-share-mpi-poor_v87_850x600.svg,74,207,1242067952,1964969
share-extreme-poverty-vs-share-mpi-poor-over-time,ScatterPlot,,,0b3e7ecc1dc4bc4873fde4487ae5c655,share-extreme-poverty-vs-share-mpi-poor-over-time_v80_850x600.svg,82,227,992061472,1969431
share-farms-smallholders,WorldMap,,,63519a330a8d88a3dcba96d849d86bfb,share-farms-smallholders_v5_850x600.svg,2,15,268821376,3411
share-firms-top-female-manager,WorldMap,,,a82bf7934f40b8c94c4b020102756eee,share-firms-top-female-manager_v22_850x600.svg,1,21,619758584,12374
share-food-exports,SlopeChart,,,f41594572ae0142548d9f6442f3ffa51,share-food-exports_v20_850x600.svg,4,29,266491928,286641
share-food-lost-type,DiscreteBar,,,ae3acbea4d314203f9635aa6c6e42414,share-food-lost-type_v8_850x600.svg,2,16,659857360,11513
share-food-miles-by-method,DiscreteBar,,,b1d01a219c97f79eab4d3261e5b941e8,share-food-miles-by-method_v9_850x600.svg,2,10,236532272,182
share-global-co2-cement,WorldMap,,,f03a5f0b4be25405cdba087ea3d92d77,share-global-co2-cement_v28_850x600.svg,5,45,598065904,688379
share-global-co2-coal,WorldMap,,,0df71822deae9d74f52d7d8947f2b1b8,share-global-co2-coal_v27_850x600.svg,7,38,684516776,748370
share-global-co2-flaring,WorldMap,,,1b114644e14a3dfa959b772f62797b48,share-global-co2-flaring_v28_850x600.svg,3,32,259760576,335247
share-global-co2-gas,WorldMap,,,86e184fd6000e1850dd8d7a167a13c03,share-global-co2-gas_v27_850x600.svg,5,32,295849816,476122
share-global-co2-including-land,WorldMap,,,b245504fc9c92d74230e7238ee3a3890,share-global-co2-including-land_v17_850x600.svg,6,48,625355152,823810
share-global-co2-oil,WorldMap,,,3c113f54ac0f1ce6cde7e8154e4339c0,share-global-co2-oil_v28_850x600.svg,4,47,287686640,813102
share-global-cumulative-co2-cement,WorldMap,,,3dd704bdaa9e945af6bcb06e4f8de28c,share-global-cumulative-co2-cement_v29_850x600.svg,6,37,707611672,693157
share-global-cumulative-co2-coal,WorldMap,,,cc36654ba29f94feab503600748e4c10,share-global-cumulative-co2-coal_v28_850x600.svg,5,41,323450000,763645
share-global-cumulative-co2-flaring,WorldMap,,,fdd3938345a520892307db87d7465ee7,share-global-cumulative-co2-flaring_v28_850x600.svg,6,35,1227058392,340440
share-global-cumulative-co2-gas,WorldMap,,,1cdd12a2685834a903dc5f07ee5e1063,share-global-cumulative-co2-gas_v29_850x600.svg,5,32,672375040,481891
share-global-cumulative-co2-including-land,WorldMap,,,5b26a35edc97dbad9aee9ef6e32cbbc5,share-global-cumulative-co2-including-land_v16_850x600.svg,6,45,653880264,827373
share-global-deforestation,WorldMap,,,38fc4db5923377b4d1af4c0adf6d8d2b,share-global-deforestation_v8_850x600.svg,3,29,301542384,22987
share-global-excess-nitrogen,WorldMap,,,16c93ec02afe3a452af79fad766cebfd,share-global-excess-nitrogen_v5_850x600.svg,1,21,334910976,5705
share-global-excess-phosphorous,WorldMap,,,976dd4455df410ddfb666f25693f4e3b,share-global-excess-phosphorous_v6_850x600.svg,1,19,1004669288,6814
share-global-food-emissions,WorldMap,,,3670ef199e2659f628e87e45d8a3485e,share-global-food-emissions_v13_850x600.svg,2,23,1244216576,204188
share-global-forest,WorldMap,,,fce60236022cff4464d573ede7cf7dc9,share-global-forest_v11_850x600.svg,2,25,695557616,314208
share-global-forest-expansion,WorldMap,,,b9aad682cbbcf9564f5afc9c0555aaac,share-global-forest-expansion_v6_850x600.svg,1,19,298406464,21385
share-global-ghg-emissions,WorldMap,,,082b511b83fe1b4bb03019d34aa3f5c5,share-global-ghg-emissions_v14_850x600.svg,10,60,291209688,1337947
share-global-methane-emissions,WorldMap,,,f47bde0be496968a21ca058fed959881,share-global-methane-emissions_v14_850x600.svg,7,60,686527592,1343825
share-graduates-stem-female,WorldMap,,,4c733aab86db839cb2aaa16ffb955b46,share-graduates-stem-female_v16_850x600.svg,1,28,1017864280,39111
share-healthy-diet-unaffordable,WorldMap,,,ca0decef101b5333b4e0ea895792a8ef,share-healthy-diet-unaffordable_v20_850x600.svg,2,23,710026800,36559
share-in-extreme-poverty-cost-of-basic-needs-vs-below-int-poverty-line,LineChart,,,aca7e7d8d60e11d41193e7eda641847d,share-in-extreme-poverty-cost-of-basic-needs-vs-below-int-poverty-line_v15_850x600.svg,4,30,1253802800,143223
share-in-extreme-poverty-including-and-excluding-china,LineChart,,,5742a09621a43f0ebc41c23060e73c4c,share-in-extreme-poverty-including-and-excluding-china_v23_850x600.svg,3,17,326786792,119596
share-in-informal-employment,WorldMap,,,0bc850899b3e268035fe6ff3a8774396,share-in-informal-employment_v22_850x600.svg,133,295,396518992,2758702
share-in-informal-employment-female,WorldMap,,,38f7570ed8547b3f401baae186d74aa7,share-in-informal-employment-female_v14_850x600.svg,2,27,1036072496,47060
share-in-informal-employment-male,WorldMap,,,38a3bfa4b6403c4e8573bb742e96f86a,share-in-informal-employment-male_v12_850x600.svg,2,25,311053688,47057
share-in-poverty-relative-to-different-poverty-thresholds,LineChart,,,9238700a363336e2b76749a39edbf017,share-in-poverty-relative-to-different-poverty-thresholds_v57_850x600.svg,10,39,691199216,834886
share-in-poverty-relative-to-different-poverty-thresholds-historical,LineChart,,,5066506a7b97a27778592d133d4e15e7,share-in-poverty-relative-to-different-poverty-thresholds-historical_v19_850x600.svg,3,18,693300440,71701
share-in-vulnerable-employment,WorldMap,,,4f683b0319ad45ad3f908a3848242db3,share-in-vulnerable-employment_v14_850x600.svg,3,33,1288621368,231986
share-living-on-upper-middle-income-poverty-line-vs-average-daily-income,ScatterPlot,,,fad67bc9ce9a64f7534e8f40b8965c15,share-living-on-upper-middle-income-poverty-line-vs-average-daily-income_v59_850x600.svg,65,243,730295672,2078189
share-living-with-less-than-1-int--per-day,WorldMap,,,79d2f3a79b1e31715a4eeb071ec956c3,share-living-with-less-than-1-int--per-day_v49_850x600.svg,2,25,335970008,114117
share-living-with-less-than-10-int--per-day,WorldMap,,,f7b7ceff40ac2fdfe944ffb507557c38,share-living-with-less-than-10-int--per-day_v64_850x600.svg,64,162,776336288,1961370
share-living-with-less-than-320-int--per-day,WorldMap,,,df76f08396c604eb75a3a0a4105f13a5,share-living-with-less-than-320-int--per-day_v59_850x600.svg,3,31,1060425504,120149
share-living-with-less-than-upper-middle-income-poverty-line,WorldMap,,,0d50a0787cbfb9c72b1e09236e00b325,share-living-with-less-than-upper-middle-income-poverty-line_v57_850x600.svg,2,28,1270136808,119813
share-manufacture-exports,LineChart,,,143823fc6b59f60f399587f6e152107a,share-manufacture-exports_v16_850x600.svg,3,29,338170048,284832
share-multi-poverty,WorldMap,,,491b85725a7f6acd36de65fa24067d1a,share-multi-poverty_v45_850x600.svg,2,20,1035027288,12995
share-nitrous-oxide-emissions,WorldMap,,,88d27afe04338b2fe0a94f67b5344ee0,share-nitrous-oxide-emissions_v15_850x600.svg,7,87,1304659992,1340824
share-nutritional-diet-unaffordable,WorldMap,,,a2feac2749f69782611dda70720ee0b8,share-nutritional-diet-unaffordable_v16_850x600.svg,1,38,356136880,4605
share-of-adult-men-overweight-or-obese-vs-daily-supply-of-calories,ScatterPlot,,,3c0aa877786d1ea85135da5044f9281f,share-of-adult-men-overweight-or-obese-vs-daily-supply-of-calories_v26_850x600.svg,19,128,1116399096,762129
share-of-adults-borrowing-from-a-financial-institution-vs-family-or-friends,ScatterPlot,,,0c0c71e7354b69d6d51d552bfec36d50,share-of-adults-borrowing-from-a-financial-institution-vs-family-or-friends_v24_850x600.svg,2,32,361702960,54297
share-of-adults-borrowing-from-different-sources,SlopeChart,,,bec5fca3d78b1f25c515b558f3fa4f18,share-of-adults-borrowing-from-different-sources_v4_850x600.svg,3,38,247086336,61698
share-of-adults-defined-as-obese,WorldMap,,,eea7bf523274f0292570fa448c86fc18,share-of-adults-defined-as-obese_v29_850x600.svg,17,56,1308353144,318351
share-of-adults-who-are-overweight,WorldMap,,,500de10e5bdc0a4e9cb03f65a4cb181f,share-of-adults-who-are-overweight_v25_850x600.svg,3,34,419521832,307754
share-of-adults-who-drank-alcohol-in-last-year,WorldMap,,,acb486d0cb162dd98c29d896ae76ef5a,share-of-adults-who-drank-alcohol-in-last-year_v18_850x600.svg,2,19,744038712,129812
share-of-adults-who-perceive-their-rights-to-land-as-secure,WorldMap,,,500adfd1568d4a2c724fa860fb7c3075,share-of-adults-who-perceive-their-rights-to-land-as-secure_v8_850x600.svg,1,15,431936784,1289
share-of-adults-who-report-saving-money-in-the-past-year,SlopeChart,,,34c07e86ab85a3e4baa9e00c912425e0,share-of-adults-who-report-saving-money-in-the-past-year_v10_850x600.svg,2,21,217874536,15986
share-of-adults-who-smoke,WorldMap,,,b9315dd99a702d688023bda237088e11,share-of-adults-who-smoke_v37_850x600.svg,1,21,1322929712,35630
share-of-adults-who-smoke-vs-gdp-per-capita,ScatterPlot,,,e510b168415a9dafb3963a5163b38be5,share-of-adults-who-smoke-vs-gdp-per-capita_v33_850x600.svg,83,232,812652856,2118575
share-of-agricultural-land-being-productively-and-sustainably-used,WorldMap,,,4d1d6ba3f619637c1a8578ee7deb4e74,share-of-agricultural-land-being-productively-and-sustainably-used_v8_850x600.svg,1,16,377226128,433
share-of-agricultural-land-owners-that-are-women,WorldMap,,,b13552ca4eea146ddbea7352ae0b5372,share-of-agricultural-land-owners-that-are-women_v8_850x600.svg,1,15,231769280,2206
share-of-agricultural-landowners-who-are-female,WorldMap,,,f4bc2e8e2a262b6799489fb5c35f4f78,share-of-agricultural-landowners-who-are-female_v10_850x600.svg,4,18,444472232,3211
share-of-agriculture-in-total-employment,LineChart,,,9fc42d08c19b95c6fbcf1fa289d6bae9,share-of-agriculture-in-total-employment_v3_850x600.svg,2,11,1342874664,69024
share-of-all-cancer-deaths-attributable-to-alcohol-use,WorldMap,,,6c1d042a5422fa3022281ca6e123a633,share-of-all-cancer-deaths-attributable-to-alcohol-use_v14_850x600.svg,2,17,1361246056,5093
share-of-all-cancer-deaths-by-risk-factor,DiscreteBar,,,e832da0ff2eec529d3d40e8e6587fc87,share-of-all-cancer-deaths-by-risk-factor_v10_850x600.svg,56,70,391116104,2797661
share-of-arable-land-which-is-organic,WorldMap,,,10a243805898f57a7768b874a70ccd78,share-of-arable-land-which-is-organic_v7_850x600.svg,2,24,1086048376,107194
share-of-births-by-age-of-mother,LineChart,,,6a4cbfde4b968aac04b934f43a95992e,share-of-births-by-age-of-mother_v15_850x600.svg,44,73,467581352,2551833
share-of-births-outside-marriage,LineChart,,,176c21c4030a9fa6c0c4ed300b9b7b6e,share-of-births-outside-marriage_v14_850x600.svg,2,16,260998928,59870
share-of-businesses-asked-for-bribes-by-type-of-transaction-with-public-officials,DiscreteBar,,,dda11c65e8f3d1f6195f1ee4294dd57c,share-of-businesses-asked-for-bribes-by-type-of-transaction-with-public-officials_v35_850x600.svg,4,16,1329316688,87356
share-of-calories-from-animal-protein-vs-gdp-per-capita,ScatterPlot,,,2608a1ce60370a67a8b54a9b52868563,share-of-calories-from-animal-protein-vs-gdp-per-capita_v31_850x600.svg,119,624,456624288,2940183
share-of-calories-from-animal-protein-vs-mean-male-height,ScatterPlot,,,59c57ad154cc11570dadf2650743b91e,share-of-calories-from-animal-protein-vs-mean-male-height_v21_850x600.svg,32,119,1377712136,1148732
share-of-cancer-deaths-attributed-to-alcohol-use-by-type,DiscreteBar,,,508249aadd02f574e39c426283fa7746,share-of-cancer-deaths-attributed-to-alcohol-use-by-type_v8_850x600.svg,3,14,1107607000,51619
share-of-cancer-deaths-attributed-to-all-risk-factors,WorldMap,,,02fb20524d7e62b40fddb430fb315245,share-of-cancer-deaths-attributed-to-all-risk-factors_v8_850x600.svg,3,37,416579072,252054
share-of-cancer-deaths-attributed-to-different-risk-factors,DiscreteBar,,,d139796b57474976741e88bc1aad7b01,share-of-cancer-deaths-attributed-to-different-risk-factors_v23_850x600.svg,52,80,1119398264,3050659
share-of-cancer-deaths-attributed-to-risk-factors,DiscreteBar,,,7f7ad1786fb2578a9a21ffef999bda56,share-of-cancer-deaths-attributed-to-risk-factors_v21_850x600.svg,116,145,480744336,5247195
share-of-cancer-deaths-attributed-to-tobacco,WorldMap,,,cba5fed21f6a40861a59ada8d141ba97,share-of-cancer-deaths-attributed-to-tobacco_v28_850x600.svg,3,28,441390688,252454
share-of-cancer-deaths-by-cancer-type,StackedDiscreteBar,,,0c49cb466b5bfd55b8442c7c8590487c,share-of-cancer-deaths-by-cancer-type_v20_850x600.svg,108,156,1173047312,5372158
share-of-cancer-deaths-linked-to-dietary-risk-factors-by-cancer-type,DiscreteBar,,,e9d456037ef060837d5352f0171be88d,share-of-cancer-deaths-linked-to-dietary-risk-factors-by-cancer-type_v17_850x600.svg,25,44,424038976,1262021
share-of-cancer-deaths-linked-to-high-bmi-by-type,LineChart,,,e7da8de9cf03de35d57cbd006ea50d7e,share-of-cancer-deaths-linked-to-high-bmi-by-type_v9_850x600.svg,70,103,215639496,3029665
share-of-cancer-deaths-linked-to-tobacco-use-by-cancer-type,DiscreteBar,,,6033fc3520eb0565034da0fc06d0d57e,share-of-cancer-deaths-linked-to-tobacco-use-by-cancer-type_v19_850x600.svg,77,91,496318368,4032322
share-of-cancers-attributed-to-9-hpv-types,DiscreteBar,,,27fd61b15aea435ed8c91e28c2574dab,share-of-cancers-attributed-to-9-hpv-types_v6_850x600.svg,2,14,442929104,688
share-of-central-government-expenditures-funded-by-taxes,WorldMap,,,04d19c981238b17a2b644094a410889c,share-of-central-government-expenditures-funded-by-taxes_v14_850x600.svg,2,24,423288088,96878
share-of-cervical-and-all-cancer-deaths-due-to-unsafe-sex,DiscreteBar,,,fc9732de34b56cc31e27e16cba98c984,share-of-cervical-and-all-cancer-deaths-due-to-unsafe-sex_v8_850x600.svg,12,34,1413827320,461941
share-of-children-achieving-minimum-proficiency-in-reading-and-math-by-education-level,DiscreteBar,,,1f731c7db03ce2be261deeda8f840176,share-of-children-achieving-minimum-proficiency-in-reading-and-math-by-education-level_v41_850x600.svg,4,22,1389713064,69418
share-of-children-achieving-minimum-reading-proficiency-by-the-end-of-primary-education,Marimekko,,,b8d2aa21c508f53cb2a68cbb1f49db4e,share-of-children-achieving-minimum-reading-proficiency-by-the-end-of-primary-education_v45_850x600.svg,3,37,446745288,25368
share-of-children-ages-13-15-who-report-being-bullied,WorldMap,,,e874182ee8586b0c325d6d4601d4e019,share-of-children-ages-13-15-who-report-being-bullied_v5_850x600.svg,2,17,1408986768,4629
share-of-children-ages-13-15-who-report-being-in-a-school-fight-last-year,WorldMap,,,c118ce64ee273f73e223c4eeda79d7c8,share-of-children-ages-13-15-who-report-being-in-a-school-fight-last-year_v4_850x600.svg,3,22,510670520,4641
share-of-children-immunized-dtp3,WorldMap,,,b0583e6c9d23ec0d5cfe4c6ea4a65ce2,share-of-children-immunized-dtp3_v24_850x600.svg,3,36,240392312,247039
share-of-children-living-with-a-single-parent,LineChart,,,bd6dea63c69dc4a4f7cd000f831cb766,share-of-children-living-with-a-single-parent_v23_850x600.svg,2,39,1159530808,18110
share-of-children-reaching-sufficient-reading-comprehension-by-the-end-of-lower-secondary-age,Marimekko,,,9c841533055c02b46b8eaa077da7e4d2,share-of-children-reaching-sufficient-reading-comprehension-by-the-end-of-lower-secondary-age_v39_850x600.svg,2,38,1425818224,30549
share-of-children-under-fifteen-years-old-with-hiv,WorldMap,,,648c8aec55a5edb0db766acff46d259d,share-of-children-under-fifteen-years-old-with-hiv_v26_850x600.svg,8,26,531277016,330097
share-of-children-underweight,WorldMap,,,5c37e670caf7bb43d395410e249af867,share-of-children-underweight_v24_850x600.svg,3,24,470363952,40887
